ID	adj.P.Val	P.Value	t	B	logFC
102723761_at	7.31e-01	4.22e-01	0.8167425	-6.038612	0.1996525
100507527_at	7.31e-01	4.22e-01	0.8165585	-6.03876	0.1178385
644100_at	7.31e-01	4.22e-01	-0.8165447	-6.038771	-0.1313434
100616229_at	7.31e-01	4.22e-01	-0.8164885	-6.038816	-0.1198602
7850_at	7.31e-01	4.22e-01	0.8164388	-6.038856	0.3251805
79728_at	7.31e-01	4.22e-01	-0.816354	-6.038924	-0.1784778
3303_at	7.31e-01	4.22e-01	0.816296	-6.03897	0.1784265
25888_at	7.31e-01	4.23e-01	-0.8162548	-6.039003	-0.1968196
7979_at	7.31e-01	4.23e-01	0.8161586	-6.039081	0.1299049
5697_at	7.31e-01	4.23e-01	0.8160012	-6.039207	0.1587451
646243_at	7.31e-01	4.23e-01	0.8158534	-6.039326	0.2314427
146562_at	7.31e-01	4.23e-01	-0.8157914	-6.039376	-0.1448523
101928555_at	7.31e-01	4.23e-01	0.8156802	-6.039465	0.1907376
9266_at	7.31e-01	4.23e-01	-0.8156633	-6.039478	-0.2005202
64400_at	7.31e-01	4.23e-01	0.8154655	-6.039637	0.2173072
11105_at	7.31e-01	4.23e-01	0.8154572	-6.039644	0.1962792
285668_at	7.31e-01	4.23e-01	0.8153606	-6.039721	0.1794923
388255_at	7.31e-01	4.23e-01	-0.8151924	-6.039856	-0.3169098
23114_at	7.31e-01	4.23e-01	-0.8150881	-6.03994	-0.2537666
7569_at	7.31e-01	4.23e-01	-0.8150604	-6.039962	-0.199274
60680_at	7.31e-01	4.23e-01	0.8150195	-6.039995	0.159549
23180_at	7.31e-01	4.23e-01	-0.8150181	-6.039996	-0.182772
102724265_at	7.31e-01	4.23e-01	0.8149904	-6.040018	0.2225757
85009_at	7.31e-01	4.23e-01	-0.8149842	-6.040023	-0.1570703
100507213_at	7.31e-01	4.23e-01	-0.8148502	-6.040131	-0.2655283
285588_at	7.31e-01	4.23e-01	-0.8148091	-6.040164	-0.1176791
5007_at	7.32e-01	4.24e-01	-0.8144806	-6.040427	-0.1341461
843_at	7.32e-01	4.24e-01	-0.8144584	-6.040445	-0.2108463
101928992_at	7.32e-01	4.24e-01	0.8143953	-6.040495	0.1604257
28686_at	7.32e-01	4.24e-01	-0.8143802	-6.040507	-0.139766
389898_at	7.32e-01	4.24e-01	0.8142025	-6.04065	0.1429664
24147_at	7.32e-01	4.24e-01	-0.8141757	-6.040671	-0.2768513
219541_at	7.32e-01	4.24e-01	-0.8141128	-6.040722	-0.1655877
9655_at	7.32e-01	4.24e-01	0.8141099	-6.040724	0.1467584
79158_at	7.32e-01	4.24e-01	-0.8140321	-6.040786	-0.140466
10955_at	7.32e-01	4.24e-01	-0.813895	-6.040896	-0.1245007
29923_at	7.32e-01	4.24e-01	0.8137849	-6.040984	0.3427702
22978_at	7.32e-01	4.24e-01	-0.8137362	-6.041023	-0.1512362
23450_at	7.32e-01	4.24e-01	-0.8137295	-6.041029	-0.1751939
285782_at	7.32e-01	4.24e-01	-0.8136051	-6.041128	-0.1276488
284581_at	7.32e-01	4.24e-01	0.8135969	-6.041135	0.2176894
200132_at	7.32e-01	4.24e-01	-0.8135075	-6.041206	-0.1393408
352909_at	7.32e-01	4.24e-01	-0.8134327	-6.041266	-0.1421274
2064_at	7.32e-01	4.24e-01	0.813419	-6.041277	0.1876244
143_at	7.32e-01	4.24e-01	0.8133782	-6.04131	0.1558194
134121_at	7.32e-01	4.24e-01	0.8133163	-6.041359	0.2209111
55174_at	7.32e-01	4.24e-01	0.8132024	-6.041451	0.1826484
130888_at	7.32e-01	4.24e-01	0.8130057	-6.041608	0.3064136
390714_at	7.32e-01	4.24e-01	-0.8128926	-6.041698	-0.22384
56131_at	7.32e-01	4.24e-01	0.8128816	-6.041707	0.2237399
647286_at	7.32e-01	4.24e-01	0.8128703	-6.041716	0.1383086
101929111_at	7.32e-01	4.24e-01	0.8127396	-6.041821	0.1651999
56616_at	7.32e-01	4.24e-01	-0.8127248	-6.041833	-0.2138465
100505739_at	7.32e-01	4.25e-01	-0.8125841	-6.041945	-0.1470335
102723594_at	7.32e-01	4.25e-01	-0.8125505	-6.041972	-0.1433446
91851_at	7.32e-01	4.25e-01	0.8124739	-6.042033	0.2621545
5619_at	7.32e-01	4.25e-01	-0.8124674	-6.042039	-0.1363769
221927_at	7.32e-01	4.25e-01	-0.8124361	-6.042064	-0.1681287
100422954_at	7.32e-01	4.25e-01	0.8122353	-6.042224	0.253816
3549_at	7.32e-01	4.25e-01	0.8122214	-6.042235	0.1937789
149773_at	7.32e-01	4.25e-01	0.8119075	-6.042486	0.1747304
442194_at	7.32e-01	4.25e-01	0.8118191	-6.042557	0.1298403
84176_at	7.33e-01	4.25e-01	0.8116331	-6.042705	0.122528
79980_at	7.33e-01	4.25e-01	-0.8114792	-6.042828	-0.2179888
10613_at	7.33e-01	4.25e-01	0.8114603	-6.042843	0.1409125
91523_at	7.33e-01	4.25e-01	-0.8114465	-6.042854	-0.1759548
1589_at	7.33e-01	4.25e-01	-0.8112883	-6.042981	-0.2765669
51068_at	7.33e-01	4.25e-01	0.8109889	-6.04322	0.1598373
199720_at	7.33e-01	4.26e-01	-0.8105162	-6.043597	-0.1425661
113444_at	7.33e-01	4.26e-01	0.8104702	-6.043634	0.1539062
93979_at	7.33e-01	4.26e-01	0.8103247	-6.04375	0.1339615
100506558_at	7.34e-01	4.26e-01	-0.810124	-6.04391	-0.1604206
100286979_at	7.34e-01	4.26e-01	0.8100584	-6.043962	0.2167112
84517_at	7.34e-01	4.26e-01	0.8100301	-6.043985	0.2435353
163778_at	7.34e-01	4.26e-01	0.8097085	-6.044241	0.1750117
8500_at	7.34e-01	4.26e-01	-0.8096969	-6.04425	-0.1478365
134637_at	7.34e-01	4.26e-01	0.8096335	-6.044301	0.210924
55888_at	7.34e-01	4.26e-01	0.8095357	-6.044379	0.2232216
23108_at	7.34e-01	4.26e-01	-0.809515	-6.044395	-0.1914814
120400_at	7.34e-01	4.26e-01	0.8092192	-6.044631	0.1585588
9562_at	7.34e-01	4.27e-01	-0.8091408	-6.044693	-0.176382
6261_at	7.34e-01	4.27e-01	-0.8091198	-6.04471	-0.1197851
2848_at	7.34e-01	4.27e-01	-0.8090553	-6.044761	-0.2075722
286451_at	7.34e-01	4.27e-01	0.8088566	-6.04492	0.1733574
5360_at	7.34e-01	4.27e-01	-0.8087693	-6.044989	-0.240608
100616295_at	7.34e-01	4.27e-01	-0.8087417	-6.045011	-0.1216645
101928739_at	7.34e-01	4.27e-01	0.8086418	-6.045091	0.3075423
440044_at	7.34e-01	4.27e-01	-0.8086386	-6.045093	-0.1365959
2044_at	7.34e-01	4.27e-01	0.8085962	-6.045127	0.0978762
100422888_at	7.34e-01	4.27e-01	0.8085219	-6.045186	0.1718054
83417_at	7.34e-01	4.27e-01	0.8083984	-6.045284	0.1766466
3651_at	7.34e-01	4.27e-01	-0.8082688	-6.045388	-0.1332221
1829_at	7.34e-01	4.27e-01	-0.8082528	-6.0454	-0.1903446
693123_at	7.34e-01	4.27e-01	-0.8082481	-6.045404	-0.1578989
144453_at	7.34e-01	4.27e-01	-0.8082075	-6.045436	-0.1252548
647979_at	7.34e-01	4.27e-01	-0.808079	-6.045539	-0.1583403
25789_at	7.35e-01	4.27e-01	-0.8078858	-6.045692	-0.173796
83987_at	7.35e-01	4.27e-01	0.8075774	-6.045938	0.1573412
6804_at	7.35e-01	4.27e-01	-0.8075717	-6.045942	-0.1852681
57507_at	7.35e-01	4.27e-01	-0.8073968	-6.046081	-0.1863544
5920_at	7.35e-01	4.28e-01	-0.8073818	-6.046093	-0.1889028
84108_at	7.35e-01	4.28e-01	0.8072984	-6.046159	0.2243681
101927685_at	7.35e-01	4.28e-01	-0.8072154	-6.046225	-0.5575578
441234_at	7.35e-01	4.28e-01	0.8069943	-6.046401	0.1834893
162333_at	7.35e-01	4.28e-01	0.8069218	-6.046459	0.1215431
241_at	7.35e-01	4.28e-01	-0.806867	-6.046502	-0.3602467
101927072_at	7.35e-01	4.28e-01	-0.8067497	-6.046595	-0.2040221
6079_at	7.35e-01	4.28e-01	0.8067253	-6.046615	0.2125662
284948_at	7.35e-01	4.28e-01	0.8066846	-6.046647	0.1977461
101927922_at	7.35e-01	4.28e-01	-0.8064745	-6.046814	-0.1981904
2647_at	7.36e-01	4.28e-01	-0.8057558	-6.047384	-0.1159702
100505530_at	7.36e-01	4.28e-01	0.8056184	-6.047493	0.1675253
90634_at	7.36e-01	4.29e-01	0.8055211	-6.04757	0.2292851
3764_at	7.36e-01	4.29e-01	-0.8055101	-6.047579	-0.1716494
100631378_at	7.36e-01	4.29e-01	-0.805413	-6.047656	-0.119074
51430_at	7.36e-01	4.29e-01	0.8053376	-6.047716	0.1459895
6314_at	7.36e-01	4.29e-01	0.8052484	-6.047787	0.1740354
100874175_at	7.36e-01	4.29e-01	-0.8051152	-6.047892	-0.111721
676_at	7.36e-01	4.29e-01	0.8048775	-6.048081	0.113649
284339_at	7.36e-01	4.29e-01	-0.8048566	-6.048097	-0.1277154
207063_at	7.36e-01	4.29e-01	-0.8048496	-6.048103	-0.2403429
677836_at	7.36e-01	4.29e-01	0.8048441	-6.048107	0.2932822
644145_at	7.36e-01	4.29e-01	-0.8048204	-6.048126	-0.113522
100616464_at	7.36e-01	4.29e-01	-0.8047353	-6.048193	-0.1850063
102723361_at	7.36e-01	4.29e-01	0.8047069	-6.048216	0.3053911
55222_at	7.36e-01	4.29e-01	-0.8045717	-6.048323	-0.147346
64981_at	7.36e-01	4.29e-01	-0.8045468	-6.048343	-0.1457924
27030_at	7.36e-01	4.29e-01	0.804509	-6.048373	0.2364407
51097_at	7.36e-01	4.29e-01	0.8045075	-6.048374	0.1403323
693211_at	7.36e-01	4.29e-01	0.8044512	-6.048418	0.2220907
83445_at	7.36e-01	4.29e-01	-0.8043756	-6.048478	-0.1689395
100500843_at	7.36e-01	4.29e-01	0.8042327	-6.048592	0.229544
128366_at	7.36e-01	4.29e-01	0.8040961	-6.0487	0.1841099
57469_at	7.36e-01	4.29e-01	0.8040785	-6.048714	0.1539478
100302125_at	7.37e-01	4.29e-01	-0.8038865	-6.048866	-0.117779
100127983_at	7.37e-01	4.30e-01	0.8038345	-6.048907	0.3044818
100129385_at	7.37e-01	4.30e-01	0.8037358	-6.048985	0.3488323
100652857_at	7.37e-01	4.30e-01	0.8036424	-6.049059	0.1288343
9094_at	7.37e-01	4.30e-01	-0.803627	-6.049071	-0.2464483
102724805_at	7.37e-01	4.30e-01	-0.8035862	-6.049103	-0.160487
2738_at	7.37e-01	4.30e-01	-0.8035151	-6.04916	-0.2133995
340252_at	7.37e-01	4.30e-01	0.8031818	-6.049423	0.2712928
9575_at	7.37e-01	4.30e-01	0.8031696	-6.049433	0.1407011
55905_at	7.37e-01	4.30e-01	0.8030547	-6.049524	0.1452339
84079_at	7.37e-01	4.30e-01	-0.8030463	-6.04953	-0.1937432
158038_at	7.37e-01	4.30e-01	0.802989	-6.049576	0.1513755
26121_at	7.37e-01	4.30e-01	-0.8029348	-6.049619	-0.1521567
84735_at	7.37e-01	4.30e-01	0.8029291	-6.049623	0.1578353
221002_at	7.37e-01	4.30e-01	-0.8029102	-6.049638	-0.2158255
51773_at	7.37e-01	4.30e-01	0.802701	-6.049803	0.1319677
442894_at	7.37e-01	4.30e-01	-0.8025431	-6.049928	-0.2736797
84912_at	7.37e-01	4.30e-01	-0.8024691	-6.049987	-0.2271673
8573_at	7.37e-01	4.30e-01	-0.8023557	-6.050076	-0.1549507
128408_at	7.37e-01	4.30e-01	0.8022616	-6.050151	0.1514398
64089_at	7.37e-01	4.30e-01	-0.8021396	-6.050247	-0.2272259
221613_at	7.38e-01	4.31e-01	0.8017318	-6.050569	0.1269473
389118_at	7.38e-01	4.31e-01	-0.8017266	-6.050573	-0.1573091
100506713_at	7.38e-01	4.31e-01	0.8014976	-6.050754	0.3334968
4147_at	7.38e-01	4.31e-01	-0.8014273	-6.05081	-0.23889
100129722_at	7.38e-01	4.31e-01	0.801381	-6.050846	0.1922986
100128554_at	7.38e-01	4.31e-01	0.8013528	-6.050868	0.1221902
84985_at	7.38e-01	4.31e-01	0.8011998	-6.050989	0.1200153
375323_at	7.38e-01	4.31e-01	0.8011706	-6.051012	0.191189
10229_at	7.38e-01	4.31e-01	0.8010391	-6.051116	0.1943365
23120_at	7.38e-01	4.31e-01	-0.8010347	-6.051119	-0.1802511
102723818_at	7.38e-01	4.31e-01	0.800994	-6.051152	0.2184758
100130899_at	7.38e-01	4.31e-01	0.800735	-6.051356	0.1809003
406882_at	7.38e-01	4.31e-01	0.8006992	-6.051384	0.1381795
387065_at	7.38e-01	4.31e-01	0.8006741	-6.051404	0.1292085
646903_at	7.38e-01	4.31e-01	-0.800652	-6.051421	-0.2250122
3169_at	7.38e-01	4.31e-01	-0.8005673	-6.051488	-0.1848943
8437_at	7.38e-01	4.31e-01	0.8004642	-6.051569	0.219543
100874295_at	7.38e-01	4.31e-01	0.8004164	-6.051607	0.2298269
23568_at	7.38e-01	4.31e-01	-0.8003487	-6.05166	-0.1521629
101928416_at	7.38e-01	4.32e-01	-0.8003173	-6.051685	-0.1369336
6677_at	7.38e-01	4.32e-01	-0.8003154	-6.051687	-0.1245805
11033_at	7.38e-01	4.32e-01	0.8002301	-6.051754	0.2424515
28985_at	7.38e-01	4.32e-01	0.8001826	-6.051791	0.3473271
401014_at	7.38e-01	4.32e-01	0.8001412	-6.051824	0.1076476
84922_at	7.38e-01	4.32e-01	-0.8000899	-6.051864	-0.1970051
11004_at	7.38e-01	4.32e-01	-0.8000654	-6.051884	-0.1483062
83656_at	7.38e-01	4.32e-01	0.8000307	-6.051911	0.1507883
29957_at	7.38e-01	4.32e-01	-0.7999637	-6.051964	-0.1443146
84804_at	7.38e-01	4.32e-01	-0.7997065	-6.052167	-0.2500517
84196_at	7.38e-01	4.32e-01	0.7996164	-6.052237	0.1603002
390321_at	7.38e-01	4.32e-01	0.7995468	-6.052292	0.1835172
55750_at	7.38e-01	4.32e-01	0.7994528	-6.052366	0.1546277
54823_at	7.38e-01	4.32e-01	0.7993662	-6.052434	0.1684221
91319_at	7.38e-01	4.32e-01	-0.7992876	-6.052496	-0.2567644
101927344_at	7.38e-01	4.32e-01	0.799287	-6.052497	0.204182
740_at	7.38e-01	4.32e-01	0.7992709	-6.05251	0.16419
4676_at	7.38e-01	4.32e-01	0.7991362	-6.052616	0.1488884
2852_at	7.38e-01	4.32e-01	-0.7990845	-6.052656	-0.1757655
101928851_at	7.38e-01	4.32e-01	0.7989683	-6.052748	0.1511252
123688_at	7.38e-01	4.32e-01	0.7989589	-6.052755	0.327619
80834_at	7.38e-01	4.32e-01	-0.7987821	-6.052894	-0.1194264
171423_at	7.38e-01	4.32e-01	0.7987461	-6.052923	0.46598
5972_at	7.38e-01	4.32e-01	0.7987411	-6.052927	0.7082711
253017_at	7.38e-01	4.32e-01	-0.7987309	-6.052935	-0.1416301
100616164_at	7.38e-01	4.32e-01	-0.7985926	-6.053043	-0.1836471
101930434_at	7.38e-01	4.32e-01	-0.798579	-6.053054	-0.1159166
101926959_at	7.38e-01	4.33e-01	0.7985552	-6.053073	0.1472504
9255_at	7.38e-01	4.33e-01	0.79855	-6.053077	0.1752655
79631_at	7.38e-01	4.33e-01	-0.7984459	-6.053159	-0.2318111
101930053_at	7.38e-01	4.33e-01	0.7984166	-6.053182	0.1153782
51727_at	7.38e-01	4.33e-01	-0.7982324	-6.053327	-0.1654189
100616383_at	7.38e-01	4.33e-01	0.7982224	-6.053335	0.2071545
124535_at	7.38e-01	4.33e-01	0.7981784	-6.053369	0.1535812
57001_at	7.38e-01	4.33e-01	0.7981371	-6.053402	0.1843696
101928944_at	7.39e-01	4.33e-01	-0.7979658	-6.053536	-0.137896
84623_at	7.39e-01	4.33e-01	0.7979518	-6.053547	0.2029054
171586_at	7.39e-01	4.33e-01	-0.7979134	-6.053577	-0.2239785
85445_at	7.39e-01	4.33e-01	0.7978837	-6.053601	0.1327336
27013_at	7.39e-01	4.33e-01	-0.7978224	-6.053649	-0.1867974
55163_at	7.39e-01	4.33e-01	-0.797776	-6.053685	-0.3208242
79893_at	7.39e-01	4.33e-01	-0.7977213	-6.053728	-0.1281523
9639_at	7.39e-01	4.33e-01	-0.7976026	-6.053822	-0.1867957
102723415_at	7.39e-01	4.33e-01	-0.7974639	-6.053931	-0.1010869
374768_at	7.39e-01	4.33e-01	0.7973645	-6.054009	0.1576096
100129924_at	7.39e-01	4.33e-01	-0.7972566	-6.054094	-0.1133331
63036_at	7.39e-01	4.33e-01	-0.7972335	-6.054112	-0.2033519
100616225_at	7.39e-01	4.33e-01	-0.7971627	-6.054167	-0.1494512
8973_at	7.39e-01	4.33e-01	-0.7970991	-6.054217	-0.1686784
3860_at	7.39e-01	4.33e-01	0.7970516	-6.054255	0.1741252
80350_at	7.39e-01	4.33e-01	-0.7969842	-6.054308	-0.1856896
100616359_at	7.39e-01	4.33e-01	0.7969588	-6.054327	0.1688358
100289137_at	7.39e-01	4.33e-01	-0.7969421	-6.054341	-0.2837217
574445_at	7.39e-01	4.33e-01	-0.7969009	-6.054373	-0.1577248
3326_at	7.39e-01	4.33e-01	0.7968805	-6.054389	0.1180526
825_at	7.39e-01	4.34e-01	0.7966667	-6.054557	0.482692
140464_at	7.39e-01	4.34e-01	0.7966646	-6.054558	0.1409799
102724622_at	7.39e-01	4.34e-01	-0.7966597	-6.054562	-0.1922033
327657_at	7.39e-01	4.34e-01	-0.7965328	-6.054662	-0.1082452
100616352_at	7.39e-01	4.34e-01	-0.7965014	-6.054686	-0.2103688
55333_at	7.39e-01	4.34e-01	-0.7963875	-6.054776	-0.2022335
192666_at	7.39e-01	4.34e-01	-0.796347	-6.054808	-0.1408252
7515_at	7.39e-01	4.34e-01	-0.7963069	-6.054839	-0.1503944
10380_at	7.39e-01	4.34e-01	0.7961969	-6.054925	0.2045567
60313_at	7.39e-01	4.34e-01	0.7961409	-6.054969	0.1105444
100126333_at	7.39e-01	4.34e-01	0.7959199	-6.055143	0.160016
26007_at	7.39e-01	4.34e-01	0.7959019	-6.055157	0.231156
242_at	7.39e-01	4.34e-01	0.795818	-6.055223	0.1264161
23353_at	7.39e-01	4.34e-01	0.7957793	-6.055253	0.1366937
139728_at	7.39e-01	4.34e-01	0.7956361	-6.055365	0.1968618
403239_at	7.40e-01	4.34e-01	0.7952299	-6.055684	0.1968784
167153_at	7.40e-01	4.35e-01	0.7950447	-6.055829	0.1327375
403277_at	7.40e-01	4.35e-01	0.7950293	-6.055841	0.1400642
6469_at	7.40e-01	4.35e-01	-0.7949718	-6.055886	-0.1740268
100506281_at	7.40e-01	4.35e-01	0.7949528	-6.055901	0.1326304
113263_at	7.40e-01	4.35e-01	0.7948279	-6.055998	0.2637438
101927975_at	7.40e-01	4.35e-01	0.7948229	-6.056002	0.1547685
28667_at	7.40e-01	4.35e-01	-0.7948198	-6.056005	-0.1682014
1590_at	7.40e-01	4.35e-01	0.7946856	-6.05611	0.2217821
57606_at	7.40e-01	4.35e-01	-0.7946344	-6.05615	-0.1066775
101927522_at	7.40e-01	4.35e-01	-0.7946008	-6.056176	-0.1667047
252952_at	7.40e-01	4.35e-01	0.7945303	-6.056231	0.1172805
54344_at	7.40e-01	4.35e-01	-0.7943453	-6.056376	-0.1805431
342035_at	7.40e-01	4.35e-01	-0.794016	-6.056634	-0.2468316
84342_at	7.40e-01	4.35e-01	-0.793985	-6.056658	-0.1883547
90060_at	7.40e-01	4.35e-01	-0.7939342	-6.056698	-0.1846259
10917_at	7.40e-01	4.35e-01	-0.793934	-6.056698	-0.1476121
101928015_at	7.40e-01	4.35e-01	-0.7939272	-6.056703	-0.1391802
255654_at	7.40e-01	4.35e-01	0.793634	-6.056933	0.2156208
319139_at	7.40e-01	4.35e-01	0.7933453	-6.057159	0.3145271
407002_at	7.40e-01	4.36e-01	0.7932723	-6.057216	0.132206
9401_at	7.40e-01	4.36e-01	-0.7932468	-6.057236	-0.1756033
64324_at	7.40e-01	4.36e-01	-0.7931322	-6.057325	-0.1204519
150384_at	7.40e-01	4.36e-01	-0.7930757	-6.057369	-0.1231629
8760_at	7.40e-01	4.36e-01	0.7930471	-6.057392	0.1332056
100506730_at	7.41e-01	4.36e-01	0.792835	-6.057557	0.2523746
11091_at	7.41e-01	4.36e-01	-0.7927962	-6.057588	-0.1793965
100129027_at	7.41e-01	4.36e-01	0.7925627	-6.05777	0.1581341
102723824_at	7.41e-01	4.36e-01	0.7925357	-6.057791	0.152558
102724100_at	7.41e-01	4.36e-01	0.792478	-6.057836	0.2636994
605_at	7.41e-01	4.36e-01	0.792303	-6.057973	0.2798156
93973_at	7.41e-01	4.36e-01	-0.792252	-6.058013	-0.1978408
3110_at	7.41e-01	4.36e-01	0.7920443	-6.058175	0.1763251
100313842_at	7.41e-01	4.36e-01	0.792021	-6.058193	0.2872475
10237_at	7.41e-01	4.36e-01	-0.7918953	-6.058291	-0.1129456
26996_at	7.41e-01	4.36e-01	0.791848	-6.058328	0.2091975
239_at	7.41e-01	4.36e-01	0.7916819	-6.058458	0.1696977
81300_at	7.41e-01	4.36e-01	0.7916488	-6.058484	0.1153742
63027_at	7.41e-01	4.37e-01	0.7915225	-6.058582	0.2575969
100507564_at	7.41e-01	4.37e-01	-0.7913062	-6.058751	-0.2970176
55157_at	7.41e-01	4.37e-01	-0.7912272	-6.058812	-0.1791934
2165_at	7.41e-01	4.37e-01	0.7912117	-6.058824	0.1051754
677803_at	7.41e-01	4.37e-01	0.791128	-6.05889	0.1966548
644524_at	7.41e-01	4.37e-01	-0.7911209	-6.058895	-0.1303042
407021_at	7.41e-01	4.37e-01	-0.7910911	-6.058919	-0.1876493
10817_at	7.41e-01	4.37e-01	0.7909406	-6.059036	0.2208569
91156_at	7.41e-01	4.37e-01	0.7908832	-6.059081	0.1174071
155061_at	7.41e-01	4.37e-01	-0.7908007	-6.059145	-0.234227
5359_at	7.41e-01	4.37e-01	-0.7907699	-6.059169	-0.238385
102723727_at	7.41e-01	4.37e-01	-0.7907571	-6.059179	-0.2432761
728621_at	7.41e-01	4.37e-01	0.7907543	-6.059181	0.2543198
55954_at	7.41e-01	4.37e-01	-0.7907186	-6.059209	-0.2572584
284613_at	7.41e-01	4.37e-01	-0.7906863	-6.059234	-0.1997929
27439_at	7.42e-01	4.37e-01	-0.7904082	-6.059451	-0.1635865
25970_at	7.42e-01	4.37e-01	-0.7902184	-6.059599	-0.1538117
6426_at	7.42e-01	4.37e-01	0.7901816	-6.059627	0.1314228
101927059_at	7.42e-01	4.37e-01	0.7901412	-6.059659	0.1397411
100616290_at	7.42e-01	4.37e-01	0.7900164	-6.059756	0.1200232
441669_at	7.42e-01	4.38e-01	0.7897544	-6.05996	0.1824173
1830_at	7.42e-01	4.38e-01	-0.7895587	-6.060112	-0.1216935
389023_at	7.42e-01	4.38e-01	0.7894079	-6.06023	0.1232321
101927983_at	7.42e-01	4.38e-01	-0.7892224	-6.060374	-0.1264374
286122_at	7.42e-01	4.38e-01	0.78922	-6.060376	0.2025512
2041_at	7.42e-01	4.38e-01	-0.7891729	-6.060412	-0.1299426
641_at	7.42e-01	4.38e-01	-0.7891032	-6.060467	-0.1590546
81553_at	7.42e-01	4.38e-01	-0.7890217	-6.06053	-0.3363144
57599_at	7.42e-01	4.38e-01	0.7889812	-6.060562	0.1421244
388962_at	7.42e-01	4.38e-01	0.788928	-6.060603	0.3152032
100288814_at	7.42e-01	4.38e-01	-0.7888184	-6.060688	-0.215097
6093_at	7.42e-01	4.38e-01	-0.7886708	-6.060803	-0.1237069
55103_at	7.43e-01	4.38e-01	0.7883985	-6.061015	0.289866
8495_at	7.43e-01	4.38e-01	-0.7883858	-6.061024	-0.1731801
100126297_at	7.43e-01	4.38e-01	0.7882546	-6.061126	0.1502945
100616452_at	7.43e-01	4.38e-01	0.7882419	-6.061136	0.1636727
219854_at	7.43e-01	4.38e-01	0.7881961	-6.061172	0.1954855
388499_at	7.43e-01	4.38e-01	-0.7881763	-6.061187	-0.16399
407041_at	7.43e-01	4.38e-01	-0.7881676	-6.061194	-0.105951
55167_at	7.43e-01	4.38e-01	-0.7880936	-6.061251	-0.1267642
5663_at	7.43e-01	4.38e-01	-0.7880686	-6.061271	-0.1565001
6530_at	7.43e-01	4.39e-01	0.7879954	-6.061328	0.1874725
574454_at	7.43e-01	4.39e-01	-0.7878929	-6.061407	-0.118901
388566_at	7.43e-01	4.39e-01	-0.7878292	-6.061457	-0.3167688
5693_at	7.43e-01	4.39e-01	-0.7877597	-6.061511	-0.1192894
60560_at	7.43e-01	4.39e-01	0.7877414	-6.061525	0.1639761
9806_at	7.43e-01	4.39e-01	-0.7876303	-6.061611	-0.2395261
6701_at	7.43e-01	4.39e-01	0.7876252	-6.061615	0.2130003
348840_at	7.43e-01	4.39e-01	-0.787598	-6.061636	-0.1418652
337_at	7.43e-01	4.39e-01	0.7874551	-6.061747	0.1471856
283867_at	7.43e-01	4.39e-01	0.7873342	-6.061841	0.1880836
84654_at	7.43e-01	4.39e-01	0.7872807	-6.061883	0.1397506
100313914_at	7.43e-01	4.39e-01	0.7872484	-6.061908	0.1435385
147949_at	7.43e-01	4.39e-01	0.7871314	-6.061999	0.198301
140689_at	7.43e-01	4.39e-01	-0.7870289	-6.062078	-0.1797624
9541_at	7.43e-01	4.39e-01	0.7869997	-6.062101	0.1658801
574412_at	7.43e-01	4.39e-01	0.7869212	-6.062162	0.1402547
100616336_at	7.43e-01	4.39e-01	-0.7866194	-6.062396	-0.2107468
29916_at	7.43e-01	4.39e-01	0.786589	-6.062419	0.2148392
153469_at	7.43e-01	4.39e-01	-0.7865639	-6.062439	-0.1965606
80763_at	7.43e-01	4.39e-01	0.7864803	-6.062504	0.3419179
4744_at	7.43e-01	4.39e-01	-0.7864217	-6.062549	-0.1635299
2958_at	7.43e-01	4.39e-01	0.7863883	-6.062575	0.1448329
4085_at	7.43e-01	4.40e-01	-0.7863141	-6.062632	-0.3655448
100874126_at	7.43e-01	4.40e-01	0.7862343	-6.062694	0.212256
7652_at	7.43e-01	4.40e-01	0.7862318	-6.062696	0.1681555
390326_at	7.43e-01	4.40e-01	-0.786182	-6.062735	-0.1342597
646626_at	7.43e-01	4.40e-01	-0.7860612	-6.062829	-0.2780547
30812_at	7.43e-01	4.40e-01	0.7858755	-6.062972	0.1418511
85013_at	7.43e-01	4.40e-01	-0.7858471	-6.062994	-0.2684448
286187_at	7.43e-01	4.40e-01	0.7856619	-6.063138	0.1445339
6571_at	7.43e-01	4.40e-01	-0.7856237	-6.063167	-0.1243779
90655_at	7.43e-01	4.40e-01	-0.7855034	-6.063261	-0.1559921
26707_at	7.43e-01	4.40e-01	0.7854215	-6.063324	0.1152082
100132463_at	7.43e-01	4.40e-01	-0.7853775	-6.063358	-0.1868304
8697_at	7.43e-01	4.40e-01	0.7853419	-6.063386	0.1815665
79895_at	7.43e-01	4.40e-01	0.7852968	-6.063421	0.2558108
124871_at	7.43e-01	4.40e-01	0.7850481	-6.063613	0.1419553
401093_at	7.43e-01	4.40e-01	-0.7850435	-6.063617	-0.1384176
54933_at	7.43e-01	4.40e-01	-0.7848834	-6.063741	-0.2939765
101927587_at	7.43e-01	4.40e-01	0.7848742	-6.063748	0.2004373
343641_at	7.43e-01	4.40e-01	-0.7848717	-6.06375	-0.1367317
93349_at	7.43e-01	4.40e-01	-0.7848687	-6.063752	-0.520828
8555_at	7.43e-01	4.40e-01	0.7848672	-6.063753	0.2284581
100302203_at	7.43e-01	4.40e-01	0.7848217	-6.063788	0.1496563
554279_at	7.43e-01	4.40e-01	-0.7847948	-6.063809	-0.2172742
