ID	adj.P.Val	P.Value	t	B	logFC
8403_at	7.19e-01	4.05e-01	-0.847668	-6.013318	-0.1464977
102724855_at	7.19e-01	4.05e-01	-0.8475029	-6.013455	-0.225241
58495_at	7.19e-01	4.05e-01	0.847468	-6.013484	0.1772779
115353_at	7.19e-01	4.05e-01	-0.8474664	-6.013486	-0.2182504
102724814_at	7.19e-01	4.05e-01	0.84742	-6.013524	0.2260688
200261_at	7.19e-01	4.05e-01	-0.8474009	-6.01354	-0.1284323
89882_at	7.19e-01	4.05e-01	-0.8473992	-6.013542	-0.1496908
101928228_at	7.19e-01	4.05e-01	0.8473322	-6.013597	0.4390743
7818_at	7.19e-01	4.05e-01	-0.847299	-6.013625	-0.1864547
23410_at	7.19e-01	4.05e-01	0.8472516	-6.013664	0.1594249
152225_at	7.19e-01	4.05e-01	-0.8470983	-6.013792	-0.1596385
8467_at	7.19e-01	4.06e-01	-0.8466856	-6.014135	-0.1323356
100507351_at	7.19e-01	4.06e-01	-0.8466076	-6.0142	-0.2882914
101928894_at	7.19e-01	4.06e-01	0.8465921	-6.014213	0.2616324
440925_at	7.19e-01	4.06e-01	-0.8463717	-6.014396	-0.1658369
1806_at	7.20e-01	4.06e-01	0.8461551	-6.014576	0.2239446
145957_at	7.20e-01	4.06e-01	-0.8459422	-6.014753	-0.2357312
4254_at	7.20e-01	4.06e-01	-0.845895	-6.014792	-0.343354
90025_at	7.20e-01	4.06e-01	-0.84573	-6.014929	-0.2703512
100126334_at	7.20e-01	4.07e-01	0.8451627	-6.0154	0.2170857
100505876_at	7.21e-01	4.07e-01	0.8449303	-6.015593	0.1545438
131540_at	7.21e-01	4.07e-01	-0.8448386	-6.015669	-0.1712453
6285_at	7.21e-01	4.07e-01	-0.8447447	-6.015747	-0.2498887
2355_at	7.21e-01	4.07e-01	0.8446499	-6.015825	0.2046236
29796_at	7.21e-01	4.07e-01	0.8446167	-6.015853	0.1262878
116540_at	7.21e-01	4.07e-01	-0.8445837	-6.01588	-0.1540659
55281_at	7.21e-01	4.07e-01	-0.8445272	-6.015927	-0.187817
2352_at	7.21e-01	4.07e-01	0.8444579	-6.015985	0.2505406
64595_at	7.21e-01	4.07e-01	-0.8443454	-6.016078	-0.737554
392391_at	7.21e-01	4.07e-01	-0.8443334	-6.016088	-0.1771615
2547_at	7.21e-01	4.07e-01	0.8442776	-6.016134	0.1893579
101929071_at	7.21e-01	4.07e-01	0.8442701	-6.01614	0.1924336
78997_at	7.21e-01	4.07e-01	0.8442646	-6.016145	0.1306388
100131047_at	7.21e-01	4.07e-01	-0.8440728	-6.016304	-0.1450862
79132_at	7.21e-01	4.07e-01	0.8439902	-6.016372	0.1866997
8732_at	7.21e-01	4.07e-01	0.8437572	-6.016565	0.1580431
8929_at	7.21e-01	4.07e-01	-0.8437325	-6.016586	-0.150005
255231_at	7.21e-01	4.07e-01	-0.8436992	-6.016613	-0.1377828
196740_at	7.21e-01	4.07e-01	0.8434556	-6.016815	0.3041501
162966_at	7.21e-01	4.07e-01	-0.8433836	-6.016875	-0.3176797
285800_at	7.21e-01	4.08e-01	-0.8433002	-6.016944	-0.1746921
341883_at	7.21e-01	4.08e-01	0.8431935	-6.017032	0.1081531
127841_at	7.21e-01	4.08e-01	0.8431519	-6.017067	0.1523702
5706_at	7.21e-01	4.08e-01	-0.8429952	-6.017196	-0.167839
23028_at	7.21e-01	4.08e-01	0.8429893	-6.017201	0.1343125
93492_at	7.21e-01	4.08e-01	-0.8429615	-6.017224	-0.2153129
100131733_at	7.21e-01	4.08e-01	-0.8429438	-6.017239	-0.1821284
91050_at	7.21e-01	4.08e-01	-0.8429407	-6.017242	-0.2190387
28974_at	7.21e-01	4.08e-01	-0.8427832	-6.017372	-0.1504648
80006_at	7.21e-01	4.08e-01	0.8427439	-6.017404	0.1988543
5515_at	7.21e-01	4.08e-01	-0.8427152	-6.017428	-0.1634909
7337_at	7.21e-01	4.08e-01	0.842613	-6.017513	0.1438501
10228_at	7.21e-01	4.08e-01	-0.8423802	-6.017705	-0.3014161
101928912_at	7.21e-01	4.08e-01	-0.8422696	-6.017797	-0.1640136
342346_at	7.21e-01	4.08e-01	0.842185	-6.017867	0.1385986
54700_at	7.21e-01	4.08e-01	-0.8421463	-6.017899	-0.2598835
140902_at	7.21e-01	4.08e-01	-0.8421438	-6.017901	-0.1760191
56956_at	7.21e-01	4.08e-01	-0.8420849	-6.01795	-0.1408081
6122_at	7.21e-01	4.08e-01	0.8420303	-6.017995	0.1424922
2199_at	7.21e-01	4.08e-01	-0.8420005	-6.018019	-0.1715731
50861_at	7.21e-01	4.08e-01	-0.8418395	-6.018153	-0.245984
100505566_at	7.21e-01	4.08e-01	0.8418309	-6.01816	0.1258517
25758_at	7.21e-01	4.08e-01	-0.8417807	-6.018201	-0.1192219
672_at	7.22e-01	4.08e-01	-0.8415818	-6.018366	-0.250624
65258_at	7.22e-01	4.09e-01	-0.8414473	-6.018477	-0.2069279
338322_at	7.22e-01	4.09e-01	-0.8413674	-6.018543	-0.2301061
140766_at	7.22e-01	4.09e-01	-0.8412523	-6.018638	-0.1295614
84928_at	7.22e-01	4.09e-01	-0.8412363	-6.018651	-0.1463482
158248_at	7.22e-01	4.09e-01	-0.841031	-6.018821	-0.1656619
10906_at	7.22e-01	4.09e-01	-0.840974	-6.018868	-0.1881599
79646_at	7.22e-01	4.09e-01	-0.8408935	-6.018934	-0.1607017
401551_at	7.22e-01	4.09e-01	-0.8408865	-6.01894	-0.1722027
161931_at	7.22e-01	4.09e-01	0.8407944	-6.019016	0.1468229
93550_at	7.22e-01	4.09e-01	0.8406926	-6.0191	0.1861723
51535_at	7.22e-01	4.09e-01	0.8405842	-6.01919	0.1527739
3400_at	7.22e-01	4.09e-01	0.8405836	-6.01919	0.191527
100132116_at	7.22e-01	4.09e-01	0.8405164	-6.019246	0.228804
101929316_at	7.22e-01	4.09e-01	-0.8405123	-6.019249	-0.1865907
101929663_at	7.22e-01	4.09e-01	-0.8404942	-6.019264	-0.1587251
26082_at	7.22e-01	4.09e-01	0.8403331	-6.019397	0.2058805
594855_at	7.22e-01	4.09e-01	0.8402174	-6.019493	0.1763461
390054_at	7.22e-01	4.09e-01	0.8401645	-6.019536	0.1615209
5001_at	7.22e-01	4.09e-01	0.8401305	-6.019564	0.2159363
56649_at	7.22e-01	4.09e-01	0.8401173	-6.019575	0.1883387
101928741_at	7.22e-01	4.09e-01	-0.8399822	-6.019687	-0.1369327
101929014_at	7.22e-01	4.09e-01	0.8399549	-6.019709	0.254117
100126348_at	7.22e-01	4.09e-01	-0.8399281	-6.019731	-0.2424105
2630_at	7.22e-01	4.09e-01	-0.8397792	-6.019854	-0.3629472
9016_at	7.22e-01	4.09e-01	0.8397266	-6.019898	0.1703388
100616294_at	7.22e-01	4.10e-01	-0.8396797	-6.019936	-0.2938153
340371_at	7.22e-01	4.10e-01	-0.8396013	-6.020001	-0.3064533
26576_at	7.22e-01	4.10e-01	-0.8395393	-6.020052	-0.1662665
100133545_at	7.22e-01	4.10e-01	-0.8395212	-6.020067	-0.1967841
158880_at	7.22e-01	4.10e-01	0.8394811	-6.0201	0.3886393
2736_at	7.22e-01	4.10e-01	-0.839393	-6.020173	-0.2377013
55775_at	7.22e-01	4.10e-01	-0.8393262	-6.020228	-0.217336
116236_at	7.22e-01	4.10e-01	-0.8392043	-6.020328	-0.214645
219484_at	7.22e-01	4.10e-01	-0.8390968	-6.020417	-0.2383302
9531_at	7.22e-01	4.10e-01	-0.8390757	-6.020434	-0.2541531
442910_at	7.22e-01	4.10e-01	0.839027	-6.020474	0.2804454
677841_at	7.22e-01	4.10e-01	-0.8389476	-6.02054	-0.2310673
2300_at	7.22e-01	4.10e-01	-0.8388478	-6.020622	-0.221576
64077_at	7.22e-01	4.10e-01	-0.8387929	-6.020667	-0.2081292
10403_at	7.23e-01	4.10e-01	-0.8386364	-6.020796	-0.3332321
337977_at	7.23e-01	4.10e-01	-0.8384407	-6.020957	-0.2913997
23035_at	7.23e-01	4.10e-01	-0.8384204	-6.020974	-0.3579836
344787_at	7.23e-01	4.10e-01	-0.8382998	-6.021073	-0.2344559
26579_at	7.23e-01	4.10e-01	0.8382885	-6.021083	0.2405823
112937_at	7.23e-01	4.10e-01	0.8382324	-6.021129	0.1742288
101927616_at	7.23e-01	4.10e-01	0.8381658	-6.021184	0.111313
101928864_at	7.23e-01	4.10e-01	0.838147	-6.021199	0.2646658
126638_at	7.23e-01	4.10e-01	-0.8381188	-6.021223	-0.1506809
2765_at	7.23e-01	4.10e-01	0.8380331	-6.021293	0.1745305
284805_at	7.23e-01	4.10e-01	0.8379894	-6.021329	0.1394496
9901_at	7.23e-01	4.10e-01	-0.8379232	-6.021384	-0.1864958
100144596_at	7.23e-01	4.10e-01	0.8378814	-6.021418	0.2170054
53840_at	7.23e-01	4.11e-01	0.8378339	-6.021457	0.2755885
64127_at	7.23e-01	4.11e-01	-0.8378157	-6.021472	-0.1391911
55973_at	7.23e-01	4.11e-01	-0.8375991	-6.02165	-0.1567896
84789_at	7.23e-01	4.11e-01	0.8375715	-6.021673	0.1418354
101927624_at	7.23e-01	4.11e-01	-0.8374486	-6.021774	-0.2863789
259289_at	7.23e-01	4.11e-01	0.8373799	-6.021831	0.2912674
728228_at	7.23e-01	4.11e-01	0.8373039	-6.021893	0.1677232
284353_at	7.23e-01	4.11e-01	-0.8372632	-6.021927	-0.1662811
574476_at	7.23e-01	4.11e-01	-0.8371918	-6.021985	-0.174244
150992_at	7.23e-01	4.11e-01	0.8370994	-6.022061	0.1496961
222643_at	7.23e-01	4.11e-01	0.8368712	-6.022249	0.1893946
1909_at	7.23e-01	4.11e-01	0.8368525	-6.022264	0.2913829
619498_at	7.23e-01	4.11e-01	0.8368342	-6.022279	0.4466424
150280_at	7.23e-01	4.11e-01	-0.8367553	-6.022344	-0.1515943
140801_at	7.23e-01	4.11e-01	0.8365695	-6.022497	0.1553508
10825_at	7.23e-01	4.11e-01	-0.8365112	-6.022545	-0.220759
28748_at	7.23e-01	4.11e-01	0.8364563	-6.02259	0.4066481
63899_at	7.23e-01	4.11e-01	0.8363263	-6.022697	0.2410566
515_at	7.23e-01	4.11e-01	0.8361974	-6.022803	0.1119479
6854_at	7.23e-01	4.11e-01	0.8361758	-6.022821	0.2205799
100126308_at	7.23e-01	4.12e-01	0.8360494	-6.022924	0.1782748
100506272_at	7.23e-01	4.12e-01	0.8359902	-6.022973	0.1084809
284352_at	7.23e-01	4.12e-01	-0.8357696	-6.023154	-0.2232056
57658_at	7.23e-01	4.12e-01	-0.8356521	-6.023251	-0.1771538
101927286_at	7.23e-01	4.12e-01	0.835641	-6.02326	0.1044266
2213_at	7.23e-01	4.12e-01	-0.8356226	-6.023275	-0.6961889
8449_at	7.23e-01	4.12e-01	-0.8355759	-6.023313	-0.1218845
10915_at	7.23e-01	4.12e-01	0.8355687	-6.023319	0.1823564
112752_at	7.23e-01	4.12e-01	0.835565	-6.023322	0.1358938
9978_at	7.24e-01	4.12e-01	0.8354184	-6.023443	0.1166013
84264_at	7.24e-01	4.12e-01	-0.8353734	-6.02348	-0.139027
91662_at	7.24e-01	4.12e-01	-0.8353403	-6.023507	-0.2098719
1549_at	7.24e-01	4.12e-01	0.8351935	-6.023627	0.2218354
643542_at	7.24e-01	4.12e-01	0.8351665	-6.023649	0.1715372
4826_at	7.24e-01	4.12e-01	-0.8351571	-6.023657	-0.217485
8989_at	7.24e-01	4.12e-01	-0.834905	-6.023864	-0.1539862
3003_at	7.24e-01	4.12e-01	-0.8348208	-6.023933	-0.4739762
90871_at	7.24e-01	4.12e-01	0.8346394	-6.024082	0.1548782
374946_at	7.24e-01	4.12e-01	0.8345397	-6.024164	0.189213
5535_at	7.24e-01	4.12e-01	0.8344732	-6.024218	0.1627264
11128_at	7.24e-01	4.12e-01	0.8344151	-6.024266	0.1771427
157769_at	7.24e-01	4.12e-01	-0.8343811	-6.024294	-0.1884837
10406_at	7.24e-01	4.12e-01	-0.8343734	-6.0243	-0.5034661
101929465_at	7.24e-01	4.12e-01	0.8343391	-6.024328	0.2544463
2125_at	7.24e-01	4.13e-01	-0.8342197	-6.024426	-0.1746157
283404_at	7.24e-01	4.13e-01	0.8341243	-6.024504	0.20052
84061_at	7.24e-01	4.13e-01	-0.8340773	-6.024543	-0.1594217
135886_at	7.24e-01	4.13e-01	-0.834048	-6.024567	-0.1228312
57687_at	7.24e-01	4.13e-01	-0.8340129	-6.024595	-0.2503734
23232_at	7.24e-01	4.13e-01	0.8338944	-6.024693	0.2053932
100507336_at	7.24e-01	4.13e-01	0.8338313	-6.024744	0.1718651
100652931_at	7.24e-01	4.13e-01	-0.8336135	-6.024923	-0.1994105
8412_at	7.24e-01	4.13e-01	-0.8334775	-6.025034	-0.1461717
26160_at	7.24e-01	4.13e-01	0.8334435	-6.025062	0.1559102
22887_at	7.24e-01	4.13e-01	0.8334183	-6.025083	0.1555795
400027_at	7.24e-01	4.13e-01	0.8333774	-6.025116	0.1916887
101929531_at	7.24e-01	4.13e-01	-0.8331374	-6.025313	-0.5392002
4175_at	7.24e-01	4.13e-01	-0.8331162	-6.02533	-0.2212213
245913_at	7.24e-01	4.13e-01	-0.8330232	-6.025406	-0.1249599
113246_at	7.24e-01	4.13e-01	-0.8329261	-6.025486	-0.1415177
101928226_at	7.24e-01	4.13e-01	0.8328851	-6.025519	0.1953093
55816_at	7.24e-01	4.13e-01	-0.8328145	-6.025577	-0.2294235
442908_at	7.25e-01	4.13e-01	-0.832656	-6.025707	-0.2114146
9542_at	7.25e-01	4.14e-01	-0.8324288	-6.025893	-0.1424832
2184_at	7.25e-01	4.14e-01	0.8324108	-6.025907	0.2381275
2091_at	7.25e-01	4.14e-01	-0.8323657	-6.025944	-0.1344909
79411_at	7.25e-01	4.14e-01	-0.8322323	-6.026053	-0.3462998
23359_at	7.25e-01	4.14e-01	-0.8320785	-6.026179	-0.2196762
100505921_at	7.25e-01	4.14e-01	0.8320534	-6.0262	0.2111252
6768_at	7.25e-01	4.14e-01	-0.8318923	-6.026331	-0.2907211
100616306_at	7.25e-01	4.14e-01	-0.8318274	-6.026384	-0.5457989
304_at	7.25e-01	4.14e-01	-0.8318251	-6.026386	-0.113698
102724679_at	7.25e-01	4.14e-01	0.8317909	-6.026414	0.4347558
647946_at	7.25e-01	4.14e-01	0.8317424	-6.026454	0.1323496
28986_at	7.25e-01	4.14e-01	0.8316732	-6.02651	0.1432651
401237_at	7.25e-01	4.14e-01	0.8316318	-6.026544	0.180455
101928445_at	7.25e-01	4.14e-01	0.8316029	-6.026568	0.1589901
401281_at	7.25e-01	4.14e-01	0.8315928	-6.026576	0.2505597
2806_at	7.25e-01	4.14e-01	-0.8315522	-6.026609	-0.181495
8189_at	7.25e-01	4.14e-01	-0.8315364	-6.026622	-0.1559433
344561_at	7.25e-01	4.14e-01	-0.8314952	-6.026656	-0.1958741
100287477_at	7.25e-01	4.14e-01	0.8312038	-6.026894	0.1400668
400657_at	7.25e-01	4.14e-01	-0.8311127	-6.026968	-0.1869258
26735_at	7.25e-01	4.14e-01	0.8310638	-6.027008	0.3641478
79053_at	7.25e-01	4.14e-01	-0.8309536	-6.027098	-0.198761
348980_at	7.25e-01	4.14e-01	-0.8307632	-6.027254	-0.1265703
6274_at	7.25e-01	4.14e-01	-0.8307153	-6.027293	-0.4838879
10603_at	7.25e-01	4.15e-01	-0.8306113	-6.027378	-0.2633095
408_at	7.25e-01	4.15e-01	-0.8305417	-6.027435	-0.202324
7249_at	7.25e-01	4.15e-01	-0.8305059	-6.027464	-0.147927
100874137_at	7.25e-01	4.15e-01	-0.8304065	-6.027545	-0.1954463
283887_at	7.25e-01	4.15e-01	0.8304048	-6.027546	0.1528842
23312_at	7.25e-01	4.15e-01	0.8303564	-6.027586	0.1277039
345630_at	7.25e-01	4.15e-01	-0.830338	-6.027601	-0.1851725
101929140_at	7.25e-01	4.15e-01	0.8302584	-6.027666	0.334236
5459_at	7.25e-01	4.15e-01	0.8302259	-6.027693	0.1725768
5595_at	7.25e-01	4.15e-01	-0.8299181	-6.027944	-0.154788
81931_at	7.25e-01	4.15e-01	0.8298716	-6.027982	0.3996881
389906_at	7.25e-01	4.15e-01	-0.8297881	-6.02805	-0.4638649
2217_at	7.25e-01	4.15e-01	-0.8297434	-6.028086	-0.1242171
100288778_at	7.25e-01	4.15e-01	-0.8296631	-6.028152	-0.6670103
100422993_at	7.25e-01	4.15e-01	0.8296374	-6.028173	0.197589
54108_at	7.25e-01	4.15e-01	-0.8296373	-6.028173	-0.1888295
51270_at	7.25e-01	4.15e-01	0.8296205	-6.028186	0.1672961
401312_at	7.25e-01	4.15e-01	0.8296203	-6.028187	0.1572028
84260_at	7.25e-01	4.15e-01	-0.8295908	-6.028211	-0.2254509
100507346_at	7.26e-01	4.15e-01	-0.8294306	-6.028341	-0.1612937
3094_at	7.26e-01	4.15e-01	0.8292348	-6.028501	0.1100757
6621_at	7.26e-01	4.15e-01	-0.8292183	-6.028514	-0.1693356
101928551_at	7.26e-01	4.15e-01	-0.8291993	-6.02853	-0.2160023
79684_at	7.26e-01	4.15e-01	0.8291876	-6.028539	0.2051739
84125_at	7.26e-01	4.15e-01	0.8291127	-6.0286	0.2181261
8882_at	7.26e-01	4.15e-01	-0.8291049	-6.028607	-0.2198667
5625_at	7.26e-01	4.15e-01	0.8290683	-6.028637	0.2841741
102723879_at	7.26e-01	4.16e-01	-0.8287845	-6.028868	-0.1360616
54494_at	7.26e-01	4.16e-01	0.8286438	-6.028982	0.1633465
283592_at	7.26e-01	4.16e-01	-0.8286134	-6.029007	-0.151572
11131_at	7.26e-01	4.16e-01	-0.8283871	-6.029192	-0.1522129
1961_at	7.26e-01	4.16e-01	0.8280805	-6.029441	0.1412142
196294_at	7.26e-01	4.16e-01	0.8280423	-6.029472	0.2489201
101929558_at	7.26e-01	4.16e-01	0.8277928	-6.029675	0.4836549
100506783_at	7.27e-01	4.16e-01	-0.8274389	-6.029963	-0.2847743
22881_at	7.27e-01	4.16e-01	-0.8272328	-6.030131	-0.2169299
30818_at	7.27e-01	4.16e-01	0.827227	-6.030136	0.2979295
3778_at	7.27e-01	4.16e-01	-0.827216	-6.030145	-0.2201717
55664_at	7.27e-01	4.16e-01	0.8271604	-6.03019	0.1721788
100507362_at	7.27e-01	4.16e-01	-0.827083	-6.030253	-0.1192092
5798_at	7.27e-01	4.17e-01	-0.8270045	-6.030317	-0.1472801
26577_at	7.27e-01	4.17e-01	0.8269663	-6.030348	0.2073156
25800_at	7.27e-01	4.17e-01	-0.8269574	-6.030355	-0.1118539
83451_at	7.27e-01	4.17e-01	0.8269317	-6.030376	0.2192488
100874107_at	7.27e-01	4.17e-01	0.8268682	-6.030427	0.187723
644660_at	7.27e-01	4.17e-01	-0.8267147	-6.030552	-0.1570942
22864_at	7.27e-01	4.17e-01	-0.8266427	-6.030611	-0.1218831
343637_at	7.27e-01	4.17e-01	-0.8266146	-6.030634	-0.2146906
344887_at	7.27e-01	4.17e-01	-0.8265595	-6.030678	-0.1380232
10219_at	7.27e-01	4.17e-01	0.8262904	-6.030897	0.2767772
200895_at	7.27e-01	4.17e-01	-0.8262499	-6.03093	-0.2702291
9723_at	7.27e-01	4.17e-01	-0.8261113	-6.031042	-0.2029014
222068_at	7.27e-01	4.17e-01	-0.8260824	-6.031066	-0.2098513
100423017_at	7.27e-01	4.17e-01	0.8259721	-6.031155	0.2932723
7775_at	7.27e-01	4.17e-01	0.825844	-6.03126	0.2688109
83999_at	7.27e-01	4.17e-01	-0.8258013	-6.031294	-0.2085757
3429_at	7.27e-01	4.17e-01	0.8257629	-6.031325	0.1586291
160140_at	7.27e-01	4.17e-01	0.8257617	-6.031326	0.1765045
58_at	7.27e-01	4.17e-01	-0.8257176	-6.031362	-0.3239753
85285_at	7.27e-01	4.17e-01	0.8256407	-6.031425	0.1664388
6368_at	7.27e-01	4.17e-01	-0.8255216	-6.031521	-0.549323
100500856_at	7.27e-01	4.17e-01	-0.8254624	-6.031569	-0.1069578
28677_at	7.27e-01	4.17e-01	0.8253274	-6.031679	0.1385062
93622_at	7.27e-01	4.17e-01	-0.8253095	-6.031693	-0.2357846
80328_at	7.27e-01	4.18e-01	-0.8251438	-6.031828	-0.2069566
2264_at	7.27e-01	4.18e-01	-0.8251421	-6.031829	-0.2507613
101928093_at	7.27e-01	4.18e-01	0.8250492	-6.031905	0.1840753
101930375_at	7.27e-01	4.18e-01	-0.8249641	-6.031974	-0.2467665
652276_at	7.27e-01	4.18e-01	-0.8249528	-6.031983	-0.2154171
219428_at	7.27e-01	4.18e-01	-0.8249412	-6.031992	-0.1790069
101409257_at	7.27e-01	4.18e-01	-0.8249406	-6.031993	-0.2110439
58509_at	7.27e-01	4.18e-01	-0.8248578	-6.03206	-0.1563102
102546229_at	7.27e-01	4.18e-01	-0.8247258	-6.032167	-0.1278506
100272147_at	7.28e-01	4.18e-01	0.82454	-6.032318	0.2096304
220081_at	7.28e-01	4.18e-01	-0.8244763	-6.032369	-0.1427809
57338_at	7.28e-01	4.18e-01	0.8244342	-6.032403	0.1912507
100996325_at	7.28e-01	4.18e-01	0.8244112	-6.032422	0.2037957
100506835_at	7.28e-01	4.18e-01	-0.8243094	-6.032505	-0.1683163
9907_at	7.28e-01	4.18e-01	-0.8242947	-6.032517	-0.187549
100128494_at	7.28e-01	4.18e-01	0.8242278	-6.032571	0.1754154
5050_at	7.28e-01	4.18e-01	-0.8239733	-6.032777	-0.1928189
22900_at	7.28e-01	4.18e-01	-0.8239726	-6.032778	-0.1517159
4690_at	7.28e-01	4.18e-01	0.8239098	-6.032828	0.1827545
4004_at	7.28e-01	4.18e-01	-0.8238694	-6.032861	-0.1773498
8667_at	7.28e-01	4.18e-01	0.8237645	-6.032946	0.1186096
56103_at	7.28e-01	4.18e-01	-0.8236292	-6.033056	-0.3133334
8808_at	7.28e-01	4.18e-01	0.8235809	-6.033095	0.1382804
57037_at	7.28e-01	4.19e-01	0.8230953	-6.033488	0.2446737
6596_at	7.28e-01	4.19e-01	0.8230331	-6.033538	0.175246
150483_at	7.28e-01	4.19e-01	0.8229439	-6.033611	0.1663332
90268_at	7.28e-01	4.19e-01	-0.8228453	-6.03369	-0.1746061
29034_at	7.28e-01	4.19e-01	-0.822829	-6.033704	-0.1230265
5973_at	7.28e-01	4.19e-01	0.8228129	-6.033717	0.391076
403313_at	7.28e-01	4.19e-01	0.8226856	-6.03382	0.1752273
101929413_at	7.28e-01	4.19e-01	0.8226833	-6.033821	0.1309975
102724700_at	7.28e-01	4.19e-01	-0.8226423	-6.033855	-0.2084183
4239_at	7.28e-01	4.19e-01	-0.8226105	-6.03388	-0.3447369
23107_at	7.28e-01	4.19e-01	-0.8223241	-6.034112	-0.1267609
100130700_at	7.28e-01	4.19e-01	0.822316	-6.034119	0.1339508
139189_at	7.29e-01	4.19e-01	-0.8221916	-6.034219	-0.181047
80204_at	7.29e-01	4.19e-01	-0.8221589	-6.034246	-0.1487054
259197_at	7.29e-01	4.19e-01	-0.8218193	-6.03452	-0.146275
126370_at	7.29e-01	4.19e-01	-0.8217511	-6.034575	-0.2746964
4214_at	7.29e-01	4.19e-01	-0.8217211	-6.0346	-0.2237653
729176_at	7.29e-01	4.19e-01	0.8216801	-6.034633	0.1420875
81832_at	7.29e-01	4.19e-01	-0.8216762	-6.034636	-0.2880066
30012_at	7.29e-01	4.19e-01	-0.8216736	-6.034638	-0.1587268
440730_at	7.29e-01	4.20e-01	0.8215776	-6.034715	0.1295273
441476_at	7.29e-01	4.20e-01	0.821575	-6.034718	0.1701032
60558_at	7.29e-01	4.20e-01	0.8213165	-6.034926	0.193976
100533106_at	7.29e-01	4.20e-01	0.8212455	-6.034984	0.3320654
26175_at	7.29e-01	4.20e-01	-0.8211506	-6.03506	-0.1949182
130340_at	7.29e-01	4.20e-01	-0.8209679	-6.035208	-0.324955
100302140_at	7.29e-01	4.20e-01	0.8209084	-6.035256	0.2945887
26515_at	7.29e-01	4.20e-01	-0.8207689	-6.035369	-0.211152
6706_at	7.29e-01	4.20e-01	0.8207271	-6.035402	0.1429676
729224_at	7.29e-01	4.20e-01	0.8206861	-6.035435	0.1316075
151477_at	7.29e-01	4.20e-01	0.8206529	-6.035462	0.2602567
221178_at	7.29e-01	4.20e-01	-0.8205624	-6.035535	-0.2197049
1504_at	7.29e-01	4.20e-01	-0.8205463	-6.035548	-0.2406944
101927038_at	7.29e-01	4.20e-01	-0.8203758	-6.035686	-0.156357
2984_at	7.29e-01	4.20e-01	0.8203615	-6.035697	0.1629422
30062_at	7.29e-01	4.20e-01	-0.82031	-6.035739	-0.1845495
554251_at	7.29e-01	4.20e-01	-0.820291	-6.035754	-0.2557459
342926_at	7.29e-01	4.20e-01	0.8201871	-6.035838	0.2487395
55929_at	7.29e-01	4.20e-01	-0.8201543	-6.035865	-0.1846776
285548_at	7.29e-01	4.20e-01	-0.8200226	-6.035971	-0.1573798
100036565_at	7.29e-01	4.20e-01	-0.8199761	-6.036008	-0.1947245
8741_at	7.29e-01	4.20e-01	-0.8199532	-6.036027	-0.5483388
389075_at	7.29e-01	4.21e-01	-0.81984	-6.036118	-0.1360138
1488_at	7.29e-01	4.21e-01	0.8197144	-6.036219	0.2187819
171482_at	7.29e-01	4.21e-01	-0.8196069	-6.036306	-0.1436592
57565_at	7.29e-01	4.21e-01	-0.8195587	-6.036345	-0.2120742
388649_at	7.30e-01	4.21e-01	0.8194343	-6.036445	0.1753254
3792_at	7.30e-01	4.21e-01	-0.8193424	-6.036519	-0.1904403
6907_at	7.30e-01	4.21e-01	0.8193303	-6.036529	0.2600592
23151_at	7.30e-01	4.21e-01	-0.8192733	-6.036575	-0.1835072
85569_at	7.30e-01	4.21e-01	-0.8192547	-6.03659	-0.1075679
145853_at	7.30e-01	4.21e-01	0.8192205	-6.036618	0.2069875
10126_at	7.30e-01	4.21e-01	-0.8191036	-6.036712	-0.3394695
148304_at	7.30e-01	4.21e-01	0.8190998	-6.036715	0.197809
399726_at	7.30e-01	4.21e-01	0.8190156	-6.036783	0.223063
2799_at	7.30e-01	4.21e-01	-0.8188127	-6.036946	-0.1570454
341405_at	7.30e-01	4.21e-01	0.8187729	-6.036978	0.1740792
56911_at	7.30e-01	4.21e-01	-0.8187361	-6.037008	-0.2148927
101928862_at	7.30e-01	4.21e-01	-0.8185044	-6.037194	-0.175851
114788_at	7.30e-01	4.21e-01	0.8182237	-6.03742	0.1156751
101928438_at	7.30e-01	4.21e-01	-0.8181077	-6.037514	-0.1496177
100302119_at	7.30e-01	4.22e-01	0.8180485	-6.037561	0.2345437
2969_at	7.30e-01	4.22e-01	-0.81802	-6.037584	-0.2093577
27306_at	7.30e-01	4.22e-01	-0.8178529	-6.037719	-0.2901054
100616245_at	7.30e-01	4.22e-01	0.8177856	-6.037773	0.2088374
51634_at	7.30e-01	4.22e-01	-0.8176284	-6.037899	-0.2057597
1588_at	7.30e-01	4.22e-01	-0.8176011	-6.037921	-0.1898374
84549_at	7.30e-01	4.22e-01	-0.8173929	-6.038089	-0.2917269
138428_at	7.31e-01	4.22e-01	-0.8172633	-6.038193	-0.2236369
55971_at	7.31e-01	4.22e-01	-0.8172344	-6.038216	-0.2846275
7414_at	7.31e-01	4.22e-01	-0.8171817	-6.038259	-0.1233608
11012_at	7.31e-01	4.22e-01	0.817121	-6.038307	0.1513848
4922_at	7.31e-01	4.22e-01	-0.8171105	-6.038316	-0.133942
81786_at	7.31e-01	4.22e-01	0.8170584	-6.038358	0.1487008
2658_at	7.31e-01	4.22e-01	-0.817028	-6.038382	-0.1598759
693187_at	7.31e-01	4.22e-01	0.8169736	-6.038426	0.1972257
