IDconv,ID,adj.P.Val,P.Value,t,B,logFC,ensembl_gene_id,hgnc_symbol
51527,51527_at,0.272,0.0595,-1.9798793,-4.539771,-0.5694924,ENSG00000100744,GSKIP
51528,51528_at,0.821,0.568,0.5788269,-6.203109,0.1042612,ENSG00000050130,JKAMP
51529,51529_at,0.348,0.0917,-1.7579965,-4.903853,-0.2744299,ENSG00000141552,ANAPC11
51530,51530_at,0.887,0.7,0.3907075,-6.294471,0.1152245,ENSG00000091732,ZC3HC1
51531,51531_at,0.623,0.292,-1.0784371,-5.797162,-0.2388723,ENSG00000136932,TRMO
51533,51533_at,0.616,0.285,1.0950489,-5.7797789999999996,0.2200951,ENSG00000010318,PHF7
51534,51534_at,0.558,0.231,1.2300534,-5.629744,0.303696,ENSG00000009844,VTA1
51535,51535_at,0.722,0.409,0.8405842,-6.01919,0.1527739,ENSG00000134283,PPHLN1
51537,51537_at,0.518,0.198,-1.3234836,-5.516996,-0.4108164,ENSG00000242114,MTFP1
51538,51538_at,0.979,0.936,-0.0814617,-6.368135,-0.0163673,ENSG00000121766,ZCCHC17
51542,51542_at,0.807,0.545,0.6141301,-6.182114,0.1257195,ENSG00000143952,VPS54
51545,51545_at,0.175,0.0276,-2.3472217,-3.872623,-0.6837556,ENSG00000171425,ZNF581
51547,51547_at,0.815,0.559,-0.5922166,-6.195288,-0.1393245,ENSG00000187531,SIRT7
51548,51548_at,0.826,0.579,-0.5632733,-6.211975,-0.1225223,ENSG00000077463,SIRT6
51550,51550_at,0.423,0.133,-1.5564801,-5.205649,-0.8351207,ENSG00000100865,CINP
51552,51552_at,0.304,0.0716,-1.8864722,-4.696897,-0.298502,ENSG00000119396,RAB14
51554,51554_at,0.126,0.0161,2.593315,-3.387276,0.7803596,ENSG00000129048,ACKR4
51555,51555_at,0.985,0.953,0.0599328,-6.369676,0.0150636,ENSG00000114757,PEX5L
51557,51557_at,0.165,0.0248,2.3967155,-3.77728,0.4427255,ENSG00000146166,LGSN
51559,51559_at,0.507,0.19,-1.3486658,-5.485393,-0.3175138,ENSG00000111696,NT5DC3
51560,51560_at,0.271,0.059,-1.9839482,-4.532803,-0.6523633,ENSG00000154917,RAB6B
51561,51561_at,0.407,0.123,1.599186,-5.144118,0.3082146,ENSG00000110944,IL23A
51562,51562_at,0.38,0.108,1.6696457,-5.039711,0.2954507,ENSG00000151332,MBIP
51564,51564_at,0.00403,5.78e-5,-4.8858692,1.875043,-0.9950434,ENSG00000061273,HDAC7
51566,51566_at,0.0328,0.00187,-3.5003892,-1.408998,-0.7749859,ENSG00000102401,ARMCX3
51567,51567_at,0.484,0.174,1.4022621,-5.416449,0.3361826,ENSG00000111802,TDP2
51569,51569_at,0.978,0.934,-0.0831857,-6.367991,-0.017343,ENSG00000120686,UFM1
51571,51571_at,0.287,0.0653,-1.9329082,-4.619465,-0.6100376,ENSG00000153310,CYRIB
51573,51573_at,0.3,0.0704,-1.8949495,-4.682863,-0.3190579,ENSG00000006007,GDE1
51574,51574_at,0.396,0.117,1.6283541,-5.101328,0.2920803,ENSG00000174720,LARP7
51575,51575_at,0.866,0.653,-0.4552386,-6.26705,-0.0876793,ENSG00000089048,ESF1
51582,51582_at,0.982,0.945,0.0699735,-6.369016,0.0119711,ENSG00000155096,AZIN1
51585,51585_at,0.00732,1.56e-4,4.4934415,0.935557,0.7335422,ENSG00000165494,PCF11
51586,51586_at,0.00634,1.22e-4,-4.5908453,1.168806,-0.8684914,ENSG00000099917,MED15
51588,51588_at,0.0468,0.00338,-3.2586332,-1.958825,-0.8501307,ENSG00000105229,PIAS4
51592,51592_at,0.751,0.453,0.762676,-6.080696,0.1190227,ENSG00000197323,TRIM33
51593,51593_at,0.423,0.133,-1.5567454,-5.205271,-0.3280841,ENSG00000087087,SRRT
51594,51594_at,0.252,0.0519,2.0471335,-4.423328,0.3281983,ENSG00000151779,NBAS
51596,51596_at,0.891,0.711,0.3744384,-6.300733,0.0477463,ENSG00000226492,CUTA
51596,51596_at,0.891,0.711,0.3744384,-6.300733,0.0477463,ENSG00000112514,CUTA
51599,51599_at,0.535,0.212,-1.2834095,-5.566231,-0.2919873,ENSG00000105699,LSR
51601,51601_at,0.976,0.928,0.0910402,-6.367299,0.0226184,ENSG00000144182,LIPT1
51602,51602_at,0.18,0.0289,2.3274252,-3.91042,0.4142009,ENSG00000055044,NOP58
51603,51603_at,0.38,0.108,-1.6697457,-5.03956,-0.397558,ENSG00000010165,EEF1AKNMT
51604,51604_at,0.082,0.00824,-2.8839356,-2.781467,-0.5103961,ENSG00000124155,PIGT
51605,51605_at,0.841,0.604,0.5249933,-6.232796,0.1248724,ENSG00000089195,TRMT6
51606,51606_at,0.858,0.636,0.4801545,-6.255363,0.0981842,ENSG00000047249,ATP6V1H
51608,51608_at,0.992,0.975,0.0319754,-6.370976,0.00959,ENSG00000239857,GET4
51611,51611_at,0.609,0.278,-1.110492,-5.763405,-0.3301068,ENSG00000117543,DPH5
51614,51614_at,0.122,0.0152,-2.6162646,-3.340642,-0.4067314,ENSG00000125991,ERGIC3
51616,51616_at,0.188,0.0312,2.2913658,-3.97876,0.3981389,ENSG00000187325,TAF9B
51617,51617_at,0.802,0.536,-0.6286162,-6.173151,-0.1657263,ENSG00000170091,NSG2
51619,51619_at,0.951,0.858,0.1814618,-6.354836,0.0694275,ENSG00000078967,UBE2D4
51621,51621_at,0.0986,0.011,-2.7586114,-3.046635,-0.581692,ENSG00000275746,KLF13
51621,51621_at,0.0986,0.011,-2.7586114,-3.046635,-0.581692,ENSG00000169926,KLF13
51626,51626_at,0.224,0.0428,2.141173,-4.256063,0.5420743,ENSG00000138036,DYNC2LI1
51629,51629_at,0.788,0.513,-0.6637062,-6.150605,-0.1515161,ENSG00000013306,SLC25A39
51631,51631_at,0.00646,1.28e-4,4.5724709,1.124799,1.5116961,ENSG00000146963,LUC7L2
51633,51633_at,0.0914,0.00977,2.8107506,-2.937,0.5934028,ENSG00000155100,OTUD6B
51634,51634_at,0.73,0.422,-0.8176284,-6.037899,-0.2057597,ENSG00000134597,RBMX2
51635,51635_at,0.682,0.361,-0.9322596,-5.939644,-0.1508237,ENSG00000100612,DHRS7
51637,51637_at,0.944,0.837,-0.2077545,-6.349664,-0.0378142,ENSG00000087302,RTRAF
51639,51639_at,0.755,0.459,0.7531343,-6.087839,0.1010169,ENSG00000115128,SF3B6
51642,51642_at,0.998,0.992,0.0099593,-6.371444,0.0023311,ENSG00000175581,MRPL48
51643,51643_at,0.456,0.153,1.4779834,-5.315212,0.1798277,ENSG00000155957,TMBIM4
51645,51645_at,0.0185,7.54e-4,-3.8667993,-0.555545,-1.2608145,ENSG00000137168,PPIL1
51646,51646_at,0.789,0.516,0.6592053,-6.153563,0.1092714,ENSG00000119801,YPEL5
51647,51647_at,0.939,0.821,-0.2284947,-6.345093,-0.0472552,ENSG00000166595,CIAO2B
51649,51649_at,0.777,0.495,-0.6933316,-6.130653,-0.1347275,ENSG00000181610,MRPS23
51650,51650_at,0.708,0.391,0.8742867,-5.99084,0.2173618,ENSG00000090263,MRPS33
51651,51651_at,0.886,0.698,-0.3924896,-6.293769,-0.1178231,ENSG00000141378,PTRH2
51654,51654_at,0.853,0.627,-0.4930365,-6.249081,-0.1036488,ENSG00000101391,CDK5RAP1
51655,51655_at,0.00946,2.48e-4,4.308254,0.492628,1.6282848,ENSG00000108551,RASD1
51657,51657_at,0.718,0.404,-0.8493587,-6.01191,-0.1835378,ENSG00000127952,STYXL1
51659,51659_at,0.0648,0.00565,-3.0439681,-2.435159,-0.8523122,ENSG00000131153,GINS2
51660,51660_at,0.102,0.0116,2.7368308,-3.092134,0.5721223,ENSG00000060762,MPC1
51661,51661_at,0.958,0.881,-0.1510758,-6.359945,-0.0418079,ENSG00000079150,FKBP7
51663,51663_at,0.949,0.85,-0.1911024,-6.353021,-0.0302807,ENSG00000056097,ZFR
51665,51665_at,0.119,0.0148,-2.630162,-3.312296,-0.5354527,ENSG00000065802,ASB1
51666,51666_at,0.145,0.0203,-2.4886746,-3.597032,-0.4097828,ENSG00000005981,ASB4
51667,51667_at,0.696,0.375,-0.9038723,-5.965095,-0.1795661,ENSG00000013374,NUB1
51668,51668_at,0.108,0.0126,2.6996631,-3.169357,0.5175833,ENSG00000081870,HSPB11
51669,51669_at,0.805,0.541,-0.6208065,-6.178008,-0.0980415,ENSG00000133872,SARAF
51673,51673_at,0.505,0.189,-1.353654,-5.479073,-0.4761656,ENSG00000159713,TPPP3
51676,51676_at,0.921,0.776,0.2877091,-6.329665,0.0515795,ENSG00000100628,ASB2
51676,51676_at,0.921,0.776,0.2877091,-6.329665,0.0515795,ENSG00000278693,ASB2
51678,51678_at,0.126,0.016,2.5935625,-3.386774,0.7222521,ENSG00000105926,MPP6
51684,51684_at,0.182,0.0294,-2.3181876,-3.92799,-0.5594169,ENSG00000107882,SUFU
51686,51686_at,0.412,0.126,-1.5882659,-5.159979,-0.4732564,ENSG00000143450,OAZ3
51690,51690_at,0.287,0.0653,-1.9332967,-4.618811,-0.4974809,ENSG00000130332,LSM7
51691,51691_at,0.458,0.154,1.4717325,-5.323737,0.2495462,ENSG00000128534,LSM8
51692,51692_at,0.476,0.168,-1.4233083,-5.388757,-0.3268598,ENSG00000119203,CPSF3
51693,51693_at,0.823,0.574,0.5699738,-6.208184,0.1246335,ENSG00000167515,TRAPPC2L
51696,51696_at,0.053900000000000003,0.00426,-3.1627565,-2.173107,-0.8327666,ENSG00000112406,HECA
51699,51699_at,0.28,0.0624,1.9559124,-4.580605,0.3909437,ENSG00000111237,VPS29
51700,51700_at,0.901,0.734,0.3434788,-6.311922,0.0866291,ENSG00000166394,CYB5R2
51701,51701_at,0.0942,0.0102,2.791008,-2.978631,0.5466326,ENSG00000087095,NLK
51702,51702_at,0.996,0.987,0.0166524,-6.371354,0.0032372,ENSG00000142619,PADI3
51702,51702_at,0.996,0.987,0.0166524,-6.371354,0.0032372,ENSG00000280549,PADI3
51703,51703_at,0.688,0.367,0.9200751,-5.950658,0.2792707,ENSG00000197142,ACSL5
51704,51704_at,0.0159,5.9e-4,-3.9645712,-0.324807,-0.8856264,ENSG00000167191,GPRC5B
51705,51705_at,0.301,0.0707,1.8926425,-4.686686,0.3861161,ENSG00000164035,EMCN
51706,51706_at,0.467,0.16,-1.4496048,-5.353673,-0.3515456,ENSG00000159348,CYB5R1
51710,51710_at,0.782,0.503,0.6795124,-6.140064,0.2091171,ENSG00000197857,ZNF44
51714,51714_at,0.883,0.692,0.4005951,-6.290537,0.0575408,ENSG00000198843,SELENOT
51715,51715_at,0.0688,0.00619,-3.005619,-2.518881,-1.0265469,ENSG00000112210,RAB23
51716,51716_at,0.499,0.184,-1.3672773,-5.46171,-0.2994293,ENSG00000281948,CES1P1
51716,51716_at,0.499,0.184,-1.3672773,-5.46171,-0.2994293,ENSG00000228695,CES1P1
51719,51719_at,0.986,0.956,0.055322,-6.369945,0.0107783,ENSG00000135932,CAB39
51720,51720_at,0.629,0.298,1.0651357,-5.810907,0.2073201,ENSG00000087206,UIMC1
51725,51725_at,0.883,0.691,0.4022206,-6.289881,0.0779336,ENSG00000163833,FBXO40
51726,51726_at,0.126,0.0161,-2.5919091,-3.390126,-0.4838203,ENSG00000090520,DNAJB11
51727,51727_at,0.738,0.433,-0.7982324,-6.053327,-0.1654189,ENSG00000162368,CMPK1
51728,51728_at,0.0234,0.00111,-3.7131673,-0.915821,-0.930495,ENSG00000161980,POLR3K
51729,51729_at,0.236,0.0464,-2.1017856,-4.326737,-0.3932535,ENSG00000084463,WBP11
51733,51733_at,0.0557,0.00448,3.1416529,-2.219951,1.4006226,ENSG00000100024,UPB1
51734,51734_at,0.934,0.81,0.2436559,-6.341478,0.0525166,ENSG00000198736,MSRB1
51735,51735_at,0.786,0.511,0.6680303,-6.147745,0.1612684,ENSG00000158987,RAPGEF6
51738,51738_at,0.864,0.649,-0.4609635,-6.264419,-0.0968882,ENSG00000157017,GHRL
51741,51741_at,0.842,0.607,0.5210176,-6.234876,0.1034719,ENSG00000186153,WWOX
51742,51742_at,0.815,0.56,0.5916508,-6.195622,0.1203386,ENSG00000054267,ARID4B
51744,51744_at,0.387,0.112,-1.6497113,-5.069609,-0.3686974,ENSG00000122223,CD244
51747,51747_at,0.00226,2.17e-5,5.2770056,2.806952,1.338325,ENSG00000108848,LUC7L3
51751,51751_at,0.861,0.643,0.4701259,-6.260141,0.1220725,ENSG00000131097,HIGD1B
51752,51752_at,0.471,0.163,-1.4385386,-5.368502,-0.3215689,ENSG00000164307,ERAP1
51754,51754_at,0.512,0.194,-1.3362802,-5.501,-0.2639714,ENSG00000137103,TMEM8B
51755,51755_at,0.408,0.123,1.598129,-5.145657,0.2755385,ENSG00000167258,CDK12
51759,51759_at,0.576,0.248,-1.1853961,-5.681082,-0.2227599,ENSG00000136819,C9orf78
51760,51760_at,0.253,0.0525,-2.0417076,-4.432822,-0.6617375,ENSG00000103528,SYT17
51761,51761_at,0.867,0.655,-0.4520864,-6.268485,-0.1786697,ENSG00000132932,ATP8A2
51762,51762_at,0.991,0.972,-0.0353522,-6.370861,-0.0074365,ENSG00000166128,RAB8B
51763,51763_at,0.167,0.0253,-2.3873726,-3.79537,-0.5320307,ENSG00000132376,INPP5K
51764,51764_at,0.799,0.531,-0.6357703,-6.16865,-0.1129671,ENSG00000127588,GNG13
51765,51765_at,1,1,2.676e-4,-6.371494,1.33e-4,ENSG00000134602,STK26
51768,51768_at,0.249,0.0511,2.0546731,-4.410106,0.6230726,ENSG00000064115,TM7SF3
51773,51773_at,0.737,0.43,0.802701,-6.049803,0.1319677,ENSG00000048649,RSF1
51776,51776_at,0.923,0.782,0.2805319,-6.331722,0.0840534,ENSG00000091436,MAP3K20
51778,51778_at,0.371,0.103,-1.6958633,-4.999961,-0.947932,ENSG00000172399,MYOZ2
51780,51780_at,0.968,0.905,0.121157,-6.364065,0.02053,ENSG00000120733,KDM3B
51802,51802_at,0.945,0.838,0.2067066,-6.349884,0.0281532,ENSG00000262505,ASIC5
51802,51802_at,0.945,0.838,0.2067066,-6.349884,0.0281532,ENSG00000256394,ASIC5
51804,51804_at,0.223,0.0421,-2.1488903,-4.242113,-0.4191068,ENSG00000100625,SIX4
51805,51805_at,0.882,0.691,-0.4025995,-6.289728,-0.106348,ENSG00000132423,COQ3
51806,51806_at,0.885,0.695,0.3968587,-6.292035,0.0638438,ENSG00000178372,CALML5
51807,51807_at,0.663,0.337,-0.9793883,-5.895783,-0.2121239,ENSG00000183785,TUBA8
51808,51808_at,0.556,0.229,-1.2356614,-5.623179,-0.2332451,ENSG00000164902,PHAX
51809,51809_at,0.899,0.731,-0.3482292,-6.310267,-0.1102168,ENSG00000109586,GALNT7
51816,51816_at,0.00986,2.64e-4,-4.2841648,0.435098,-1.3362503,ENSG00000093072,ADA2
53335,53335_at,0.21,0.0377,-2.2019782,-4.145259,-0.5202955,ENSG00000119866,BCL11A
53336,53336_at,0.744,0.443,0.7807179,-6.066956,0.17279919999999999,ENSG00000147183,CPXCR1
53339,53339_at,0.859,0.638,-0.4765815,-6.257077,-0.1002666,ENSG00000064726,BTBD1
53340,53340_at,0.955,0.872,0.1634557,-6.357976,0.0417497,ENSG00000064199,SPA17
53342,53342_at,0.776,0.492,-0.6985517,-6.127051,-0.1885685,ENSG00000172458,IL17D
53343,53343_at,0.248,0.0506,-2.0597257,-4.4012269999999996,-0.3688753,ENSG00000170502,NUDT9
53344,53344_at,0.999,0.996,0.0055604,-6.371478,0.0013035,ENSG00000204116,CHIC1
53345,53345_at,0.949,0.85,0.1910253,-6.353036,0.0520973,ENSG00000213996,TM6SF2
53346,53346_at,0.611,0.279,-1.1071471,-5.766969,-0.3833807,ENSG00000136404,TM6SF1
53347,53347_at,0.537,0.214,1.2769619,-5.574031,0.2093724,ENSG00000160185,UBASH3A
53349,53349_at,0.765,0.476,-0.7244656,-6.108786,-0.1448376,ENSG00000165861,ZFYVE1
53353,53353_at,0.307,0.0731,1.8758634,-4.714395,0.5494435,ENSG00000168702,LRP1B
53354,53354_at,0.319,0.0785,1.839251,-4.774224,0.4618766,ENSG00000152782,PANK1
53358,53358_at,0.669,0.345,0.9632994,-5.910981,0.2214434,ENSG00000148082,SHC3
53371,53371_at,0.493,0.18,1.3802404,-5.445052,0.3552376,ENSG00000138750,NUP54
53373,53373_at,0.173,0.0269,-2.3602888,-3.847568,-0.4290559,ENSG00000186815,TPCN1
53405,53405_at,0.58,0.251,1.176534,-5.691071,0.2883618,ENSG00000112782,CLIC5
53407,53407_at,0.755,0.459,0.7530815,-6.087879,0.1545438,ENSG00000168818,STX18
53615,53615_at,0.813,0.554,-0.5997428,-6.190815,-0.138937,ENSG00000071655,MBD3
53616,53616_at,0.957,0.878,-0.1557919,-6.359213,-0.0318406,ENSG00000008277,ADAM22
53630,53630_at,0.268,0.0578,1.9943477,-4.51495,0.4094274,ENSG00000135697,BCO1
53632,53632_at,0.997,0.991,-0.0109473,-6.371433,-0.0019323,ENSG00000115592,PRKAG3
53635,53635_at,0.0747,0.00705,-2.9503633,-2.638713,-0.6062213,ENSG00000104960,PTOV1
53637,53637_at,0.411,0.125,-1.5894871,-5.158209,-0.2899944,ENSG00000180739,S1PR5
53820,53820_at,0.47,0.163,-1.4413389,-5.364759,-0.2650767,ENSG00000183145,RIPPLY3
53822,53822_at,0.291,0.0665,1.9236254,-4.635053,0.3296272,ENSG00000221946,FXYD7
53826,53826_at,0.475,0.167,-1.4261992,-5.384926,-0.2654402,ENSG00000137726,FXYD6
53827,53827_at,0.00136,9.41e-6,-5.6127873,3.599141,-1.6886467,ENSG00000089327,FXYD5
53828,53828_at,0.207,0.0369,2.2125445,-4.125799,1.6294877,ENSG00000150201,FXYD4
53829,53829_at,0.101,0.0113,-2.7471299,-3.070642,-1.1640047,ENSG00000181631,P2RY13
53831,53831_at,0.58,0.251,-1.1769979,-5.69055,-0.4282999,ENSG00000139572,GPR84
53832,53832_at,0.972,0.916,-0.1062952,-6.365776,-0.0233057,ENSG00000016402,IL20RA
53833,53833_at,0.991,0.972,-0.0355913,-6.370853,-0.007961,ENSG00000174564,IL20RB
53834,53834_at,0.643,0.315,-1.026881,-5.849576,-0.3027388,ENSG00000127418,FGFRL1
53836,53836_at,0.636,0.307,1.04509,-5.83133,0.1911589,ENSG00000138271,GPR87
53838,53838_at,0.0294,0.00157,-3.5719865,-1.243902,-0.9235916,ENSG00000171067,C11orf24
53840,53840_at,0.723,0.411,0.8378339,-6.021457,0.2755885,ENSG00000258659,TRIM34
53841,53841_at,0.0163,6.15e-4,3.9484555,-0.362908,1.5581286,ENSG00000273572,CDHR5
53841,53841_at,0.0163,6.15e-4,3.9484555,-0.362908,1.5581286,ENSG00000099834,CDHR5
53842,53842_at,0.474,0.166,1.4295088,-5.380533,0.4223914,ENSG00000177300,CLDN22
53844,53844_at,0.447,0.147,1.4999473,-5.285023,0.4519609,NA,NA
53904,53904_at,0.823,0.573,0.5720846,-6.206981,0.0894464,ENSG00000095777,MYO3A
53905,53905_at,0.622,0.29,1.0820942,-5.793355,0.221075,ENSG00000137857,DUOX1
53917,53917_at,0.351,0.0932,-1.749434,-4.917255,-0.3603378,ENSG00000169228,RAB24
53918,53918_at,0.21,0.0378,-2.2009421,-4.147164,-0.459068,ENSG00000152684,PELO
53919,53919_at,0.667,0.342,0.9691078,-5.905521,0.1795725,ENSG00000139155,SLCO1C1
53938,53938_at,0.265,0.0571,2.0003599,-4.504599,0.550984,ENSG00000240344,PPIL3
53940,53940_at,0.935,0.813,-0.2396564,-6.342454,-0.0511318,ENSG00000132446,FTHL17
53942,53942_at,0.013,4.22e-4,4.0981955,-0.007981,1.2716716,ENSG00000149972,CNTN5
53944,53944_at,0.372,0.104,-1.693254,-5.003939,-0.4320952,ENSG00000169118,CSNK1G1
53947,53947_at,0.196,0.0337,-2.2553059,-4.046434,-0.462119,ENSG00000128274,A4GALT
53981,53981_at,0.349,0.0923,-1.7543706,-4.909534,-0.324722,ENSG00000165934,CPSF2
54014,54014_at,0.097,0.0108,2.7692347,-3.024378,0.5241311,ENSG00000185658,BRWD1
54020,54020_at,0.347,0.0911,-1.7614259,-4.898471,-0.4579903,ENSG00000160190,SLC37A1
54033,54033_at,0.046,0.00328,3.2704892,-1.932167,1.1161477,ENSG00000185272,RBM11
54039,54039_at,0.486,0.175,-1.3967447,-5.4236509999999996,-0.4010359,ENSG00000183570,PCBP3
54058,54058_at,0.4,0.119,-1.6162651,-5.119137,-0.2780236,ENSG00000160298,C21orf58
54059,54059_at,0.166,0.0249,2.3959512,-3.778762,0.585371,ENSG00000182362,YBEY
54064,54064_at,0.654,0.327,1.0009639,-5.87504,0.1391152,ENSG00000230978,LINC00160
54067,54067_at,0.973,0.92,-0.1021013,-6.366218,-0.0464237,NA,NA
54069,54069_at,0.663,0.338,0.9789221,-5.896227,0.4080891,ENSG00000159055,MIS18A
54072,54072_at,0.789,0.515,0.6612717,-6.152207,0.0973765,ENSG00000185433,LINC00158
54075,54075_at,0.952,0.859,0.1799618,-6.35511,0.0387491,NA,NA
54082,54082_at,0.575,0.246,-1.1890398,-5.676956,-0.2374497,NA,NA
54083,54083_at,0.989,0.968,0.0409688,-6.370644,0.0116182,NA,NA
54084,54084_at,0.78,0.499,0.6860726,-6.135619,0.1435549,ENSG00000175894,TSPEAR
54088,54088_at,0.551,0.225,1.2468916,-5.609954,0.4586761,ENSG00000225298,LINC00113
54089,54089_at,0.77,0.483,-0.7128027,-6.117085,-0.1606195,NA,NA
54090,54090_at,0.879,0.684,0.4115561,-6.286062,0.064275,NA,NA
54093,54093_at,0.874,0.673,-0.4274562,-6.27936,-0.0808124,ENSG00000185917,SETD4
54094,54094_at,0.156,0.0226,2.4404849,-3.691981,0.6210707,NA,NA
54097,54097_at,0.783,0.505,0.6776657,-6.141308,0.2220241,ENSG00000183844,FAM3B
54101,54101_at,0.71,0.394,-0.8691433,-5.995234,-0.190458,ENSG00000183421,RIPK4
54102,54102_at,0.711,0.395,-0.8658832,-5.998007,-0.2282333,ENSG00000159212,CLIC6
54103,54103_at,0.0572,0.00467,3.1240917,-2.258838,0.9496195,ENSG00000186088,GSAP
54106,54106_at,0.883,0.693,-0.3995338,-6.290964,-0.086656,ENSG00000239732,TLR9
54107,54107_at,0.377,0.107,-1.6765688,-5.029261,-0.3094808,ENSG00000148229,POLE3
54108,54108_at,0.725,0.415,-0.8296373,-6.028173,-0.1888295,ENSG00000104472,CHRAC1
54112,54112_at,0.793,0.522,-0.6507297,-6.15908,-0.122245,ENSG00000181656,GPR88
54143,54143_at,0.571,0.242,-1.2012204,-5.663082,-0.216443,ENSG00000262510,
54143,54143_at,0.571,0.242,-1.2012204,-5.663082,-0.216443,ENSG00000184856,LINC00308
54148,54148_at,0.36,0.0978,1.7239467,-4.956851,0.3014699,ENSG00000154719,MRPL39
54149,54149_at,0.645,0.317,1.0222246,-5.854194,0.1760349,ENSG00000154642,C21orf91
54165,54165_at,0.551,0.225,1.2469608,-5.609872,0.3334783,ENSG00000043093,DCUN1D1
54187,54187_at,0.376,0.106,-1.6793919,-5.02499,-0.4354847,ENSG00000095380,NANS
54206,54206_at,0.00302,3.6e-5,5.074232,2.324765,1.8291382,ENSG00000116285,ERRFI1
54207,54207_at,0.894,0.72,0.3632773,-6.304876,0.0746173,ENSG00000100433,KCNK10
54209,54209_at,0.0303,0.00166,-3.5481235,-1.299031,-1.5567062,ENSG00000095970,TREM2
54210,54210_at,0.313,0.0757,-1.8578432,-4.743951,-0.7040988,ENSG00000124731,TREM1
54212,54212_at,0.477,0.168,1.4224679,-5.389869,0.2946846,ENSG00000147481,SNTG1
54221,54221_at,0.858,0.637,0.4782362,-6.256285,0.1120441,ENSG00000172554,SNTG2
54221,54221_at,0.858,0.637,0.4782362,-6.256285,0.1120441,ENSG00000281486,SNTG2
54221,54221_at,0.858,0.637,0.4782362,-6.256285,0.1120441,ENSG00000281020,SNTG2
54328,54328_at,0.449,0.148,1.4944943,-5.292553,0.4464684,ENSG00000184194,GPR173
54329,54329_at,0.849,0.62,-0.5028072,-6.244208,-0.0816951,ENSG00000164604,GPR85
54331,54331_at,0.0173,6.71e-4,-3.9136721,-0.445054,-1.4327982,ENSG00000186469,GNG2
54332,54332_at,0.954,0.866,0.1701743,-6.356843,0.0663592,ENSG00000104381,GDAP1
54344,54344_at,0.74,0.435,-0.7943453,-6.056376,-0.1805431,ENSG00000179085,DPM3
54345,54345_at,6.48e-4,2.54e-6,-6.1476813,4.839206,-2.0873696,ENSG00000203883,SOX18
54346,54346_at,0.752,0.454,0.7614938,-6.081586,0.1628902,ENSG00000112494,UNC93A
54360,54360_at,0.984,0.952,-0.0611179,-6.369603,-0.0210565,ENSG00000170891,CYTL1
54361,54361_at,0.401,0.12,-1.6131086,-5.12377,-0.4101912,ENSG00000162552,WNT4
54363,54363_at,0.592,0.261,1.151428,-5.719007,0.2648013,ENSG00000101323,HAO1
54386,54386_at,0.194,0.0331,-2.2631949,-4.031686,-0.3996423,ENSG00000166848,TERF2IP
54407,54407_at,0.158,0.023,2.4315477,-3.709472,0.4583502,ENSG00000134294,SLC38A2
54413,54413_at,0.312,0.0753,-1.8606206,-4.739409,-0.4800963,ENSG00000196338,NLGN3
54414,54414_at,0.959,0.884,-0.1476826,-6.360458,-0.0413391,ENSG00000110013,SIAE
54429,54429_at,7.57e-4,3.43e-6,6.0237222,4.554583,1.7257209,ENSG00000127366,TAS2R5
54431,54431_at,0.64,0.311,-1.0350528,-5.841423,-0.1633374,ENSG00000077232,DNAJC10
54432,54432_at,0.896,0.725,-0.3561141,-6.307471,-0.087719,ENSG00000058799,YIPF1
54433,54433_at,0.673,0.35,-0.9543302,-5.919352,-0.1979708,ENSG00000109534,GAR1
54434,54434_at,0.274,0.0601,-1.974989,-4.548131,-0.4621341,ENSG00000084112,SSH1
54435,54435_at,0.795,0.525,-0.6449509,-6.162802,-0.1521402,NA,NA
54436,54436_at,0.685,0.364,-0.9262475,-5.945095,-0.2099397,ENSG00000125089,SH3TC1
54437,54437_at,0.358,0.0971,-1.7279589,-4.950647,-0.38239,ENSG00000082684,SEMA5B
54438,54438_at,0.375,0.105,1.6839258,-5.01812,0.3892276,ENSG00000145990,GFOD1
54439,54439_at,0.924,0.785,0.2753752,-6.333168,0.0508736,ENSG00000091009,RBM27
54440,54440_at,0.0789,0.00769,-2.9135213,-2.718068,-1.0247812,ENSG00000122122,SASH3
54442,54442_at,0.223,0.0423,-2.1472739,-4.245037,-0.6726536,ENSG00000167977,KCTD5
54443,54443_at,0.137,0.0183,-2.5353715,-3.50402,-1.049542,ENSG00000011426,ANLN
54453,54453_at,0.0582,0.00477,-3.1148547,-2.279259,-0.6679551,ENSG00000132669,RIN2
54454,54454_at,0.068,0.00607,3.0141782,-2.500234,0.8583619,ENSG00000119778,ATAD2B
54455,54455_at,0.92,0.775,-0.2895085,-6.329141,-0.1129653,ENSG00000037637,FBXO42
54456,54456_at,0.804,0.538,0.6241907,-6.175911,0.1045455,ENSG00000073146,MOV10L1
54457,54457_at,0.929,0.797,0.2601324,-6.337288,0.0518684,ENSG00000102387,TAF7L
54458,54458_at,0.826,0.579,-0.5633006,-6.21196,-0.1176586,ENSG00000205352,PRR13
54460,54460_at,0.372,0.104,1.6920093,-5.005834,0.231671,ENSG00000266472,MRPS21
54461,54461_at,0.0212,9.49e-4,-3.7744871,-0.772392,-0.7346544,ENSG00000159069,FBXW5
54462,54462_at,0.896,0.725,-0.3563844,-6.307374,-0.0565338,ENSG00000107771,CCSER2
54463,54463_at,0.356,0.0964,1.7313724,-4.94536,0.3766184,ENSG00000154153,RETREG1
54464,54464_at,0.179,0.0286,2.3309769,-3.903654,0.4397855,ENSG00000114127,XRN1
